0.16545454545454547	2	0.0	3	0.13636363636363635	1
0.0	3	0.07757575757575758	4	0.49272727272727274	4
1.0462626262626262	4	0.15515151515151515	2	0.46545454545454545	2
0.0	2	0.0	0	0.11757575757575757	3
0.11393939393939394	2	0.058787878787878785	2	0.09595959595959595	1
0.0	0	0.3292929292929293	2	0.5480808080808081	3
0.7696969696969697	1	0.0	4	0.0	3
0.0	3	0.9113131313131314	3	0.7121212121212122	3
0.7280808080808081	0	0.058787878787878785	0	0.4296969696969697	1
0.1315151515151515	0	0.13636363636363635	0	0.0	1
0.40969696969696967	3	0.9993939393939395	3	0.15474747474747474	3
0.0	2	0.6050505050505051	0	0.0	1
0.0	3	0.7571717171717172	2	0.0	2
0.8181818181818181	0	0.6272727272727272	0	0.0	2
0.5	1	0.0	0	0.0	3
0.13636363636363635	0	0.1486868686868687	4	0.25656565656565655	3
0.1919191919191919	2	0.058787878787878785	3	0.6864646464646464	2
0.46545454545454545	1	0.5393939393939394	1	0.07757575757575758	2
0.43575757575757573	1	1.4951515151515151	5	0.0	1
0.0	1	0.40626262626262627	4	0.32727272727272727	1
0.11757575757575757	2	0.4595959595959596	2	0.9597979797979799	2
0.0	1	0.058787878787878785	2	0.0	2
0.0	2	1.3836363636363638	1	0.11757575757575757	2
0.3886868686868687	1	0.3648484848484848	0	0.28505050505050505	2
0.9395959595959595	0	0.0	1	0.595959595959596	3
0.3490909090909091	4	0.09595959595959595	1	0.1315151515151515	2
0.24323232323232324	1	0.0	3	0.058787878787878785	3
0.4709090909090909	0	0.17353535353535354	3	0.0	1
0.07757575757575758	2	0.8062626262626262	3	0.952929292929293	4
0.5496969696969697	0	0.9244444444444444	1	0.16545454545454547	3
0.7565656565656566	2	0.0	3	0.4951515151515152	2
0.4395959595959596	3	0.1486868686868687	4	0.1486868686868687	1
0.16545454545454547	2	1.0414141414141413	1	0.20909090909090908	3
0.11393939393939394	3	0.8466666666666666	3	0.16545454545454547	2
0.8014141414141414	6	0.263030303030303	4	0.776969696969697	6
0.43757575757575756	3	0.20909090909090908	1	0.5387878787878788	4
0.0	2	0.8606060606060606	2	0.09595959595959595	3
0.9262626262626262	2	0.24323232323232324	3	0.1315151515151515	4
0.0	1	0.0	0	0.07757575757575758	5
0.36383838383838385	5	0.3787878787878788	3	0.7206060606060606	3
